code_uic;libelle_point_d_arret;libelle;libelle_stif_info_voyageurs;libelle_sms_gare;nom_gare;adresse;code_insee_commune;commune;x_lambert_ii_etendu;y_lambert_ii_etendu;coord_gps_wgs84;zone_navigo;gare_non_sncf
87430819;LA FERTE GAUCHER CENTRE;LA FERTE GAUCHER CENTRE;LA FERTE GAUCHER CENTRE;;La Ferté-Gaucher;;77182;La Ferté-Gaucher;671351;2420870;48.7823112378, 3.30694912567;5;0
87492108;LES ARDOINES;LES ARDOINES;GARE DES ARDOINES;Les Ardoines;Les Ardoines;Rue Léon Geoffroy 94400   Vitry-sur-Seine;94081;Vitry-sur-Seine;605341;2420491;48.7828360607, 2.40914828931;3;0
87545137;ETAMPES;ETAMPES;GARE D'ETAMPES;Etampes;Étampes;Place du Général Leclerc 91150   Etampes;91223;Etampes;586897;2382008;48.4367952365, 2.15947993947;5;0
87545186;MAROLLES EN HUREPOIX;MAROLLES EN HUREPOIX;GARE DE MAROLLES EN HUREPOIX;Marolles;Marolles-en-Hurepoix;Place de la Gare 91630   Marolles-en-Hurepoix;91376;Marolles-en-Hurepoix;596629;2396330;48.5656724691, 2.29085245139;5;0
87545251;ATHIS MONS;ATHIS MONS;GARE D'ATHIS MONS;Athis Mons;Athis-Mons;Place de Rothenbourg ob der Tauber 91200   Athis-Mons;91027;Athis-Mons;604906;2412698;48.7127944, 2.40314310669;4;0
87545301;IVRY SUR SEINE;IVRY SUR SEINE;GARE D'IVRY SUR SEINE;Ivry / Seine;Ivry-sur-Seine;Place Marcel Cachin 94200   Ivry-sur-Seine;94041;Ivry-sur-Seine;604009;2424000;48.8143839943, 2.39106475934;2;0
87545459;LA NORVILLE SAINT-GERMAIN LES ARPAJON;LA NORVILLE SAINT-GERMAIN LES ARPAJON;GARE DE LA NORVILLE ST GERMAIN LES ARPAJON;La Norville;La Norville - Saint-Germain-lès-Arpajon;Rue de la Gare 91290   La Norville;91457;La Norville;594901;2399217;48.5916132336, 2.2674134527;5;0
87545509;SAINT-CHERON;SAINT-CHERON;GARE DE ST CHERON;St Cheron;Saint-Chéron;Place de la Gare 91530   Saint-Chéron;91540;Saint-Chéron;584420;2394714;48.5509652776, 2.12555154219;5;0
87546200;ORLY VILLE;ORLY VILLE;GARE D'ORLY VILLE;Orly Ville;Orly Ville;1, Place du 8 mai 45 94310   Orly;94054;Orly;604876;2415924;48.7417910405, 2.40277215996;4;0
87547307;MUSEE D'ORSAY;MUSEE D'ORSAY;MUSEE D ORSAY;M. d'Orsay;Musée d'Orsay;7, Quai Anatole France 75007   Paris;75107;Paris;599372;2428992;48.8592617784, 2.327951672;1;0
87681007;CORBEIL ESSONNES;CORBEIL ESSONNES;GARE DE CORBEIL ESSONNES;Corbeil;Corbeil-Essonnes;Place Henri Barbusse 91100 Corbeil Essonnes;91174;Corbeil-Essonnes;610134;2401727;48.6141179308, 2.47389296086;5;0
87681338;RIS ORANGIS;RIS ORANGIS;GARE DE RIS ORANGIS;Ris Orangis;Ris-Orangis;5 Rue Edmond Bonte 91130 Ris-Orangis;91521;Ris-Orangis;605741;2406747;48.659296221, 2.41440509683;5;0
87681403;MOULIN GALANT;MOULIN GALANT;GARE DE MOULIN GALANT;Moulin Gal.;Moulin Galant;Rue Paul Bert 91100 Corbeil-Essonnes;91174;Corbeil-Essonnes;610106;2398616;48.5861529748, 2.47344029503;5;0
87681486;MAISSE;MAISSE;GARE DE MAISSE;Maisse;Maisse;Rue de Milly 91720 Maisse;91359;Maisse;604216;2377190;48.3935999978, 2.39342651735;5;0
87681825;VILLENEUVE SAINT-GEORGES;VILLENEUVE SAINT-GEORGES;GARE DE VILLENEUVE ST GEORGES;Villeneuve S;Villeneuve-Saint-Georges;Place Pierre Sémart 94190 Villeneuve St Georges;94078;Villeneuve-Saint-Georges;608100;2414613;48.7299751663, 2.44656156169;4;0
87682120;BRUNOY;BRUNOY;GARE DE BRUNOY;Brunoy;Brunoy;Rue de la Gare 91800 Evry;91114;Brunoy;612524;2411180;48.6990474124, 2.50656952687;5;0
87682153;LIEUSAINT MOISSY;LIEUSAINT MOISSY;GARE DE LIEUSAINT MOISSY;Lieusaint M.;Lieusaint - Moissy-Cramayel;Gare SNCF 77127 Lieusaint;77296;Moissy-Cramayel;617223;2403341;48.6284764876, 2.57006099644;5;0
87682211;FONTAINEBLEAU AVON;FONTAINEBLEAU AVON;GARE DE FONTAINEBLEAU AVON;;Fontainebleau - Avon;Place de la gare 77210 Avon;77014;Avon;628874;2379793;48.416373943, 2.7264708082;5;0
87682427;FONTAINE LE PORT;FONTAINE LE PORT;GARE DE FONTAINE LE PORT;;Fontaine-le-Port;Quai Fernand Soupeaux 77590 Fontaine-le-Port;77188;Fontaine-le-Port;630674;2387714;48.4875013233, 2.75134395079;5;0
87682476;LA GRANDE PAROISSE;LA GRANDE PAROISSE;GARE DE LA GRANDE PAROISSE;;La Grande-Paroisse;Cité de la Gare 77130 La grande Paroisse;77210;La Grande-Paroisse;641563;2375673;48.3786447963, 2.89744111747;5;0
87682518;BOISSISE LE ROI;BOISSISE LE ROI;GARE DE BOISSISE LE ROI;Boissise;Boissise-le-Roi;Rue de Ponthierry 77310;77040;Boissise-le-Roi;617472;2392350;48.5296683347, 2.57299051053;5;0
87683128;CHAMPIGNY SUR YONNE;CHAMPIGNY SUR YONNE;GARE DE CHAMPIGNY SUR YONNE;;Champigny;;89074;Champigny;658919;2369760;48.3241404978, 3.13085609526;100;0
87684001;MONTARGIS;MONTARGIS;GARE DE MONTARGIS;;Montargis;;45208;Montargis;630331;2334291;48.0071802686, 2.74297582165;100;0
87684217;SOUPPES CHÂTEAU LANDON;SOUPPES CHÂTEAU LANDON;GARE DE SOUPPES;;Souppes-sur-Loing - Château-Landon;Rue Paul Rollin 77460 Souppes-sur-Loing;77458;Souppes-sur-Loing;629649;2353725;48.1819631741, 2.7351551039;5;0
87684241;FERRIERES FONTENAY;FERRIERES FONTENAY;GARE DE FERRIERES FONTENAY;;Ferrières-en-Gâtinais - Fontenay-sur-Loing;;45148;Fontenay-sur-Loing;632455;2344251;48.0966410527, 2.77217703741;100;0
87730069;VAL D'EUROPE;VAL D'EUROPE;GARE DE VAL D EUROPE;;Val d'Europe;;77449;Serris;632200;2428726;48.856066847, 2.77507058255;5;1
87758045;NANTERRE VILLE;NANTERRE VILLE;GARE DE NANTERRE VILLE;;Nanterre;;92050;Nanterre;589673;2433033;48.8954957488, 2.19574459249;3;1
87758094;SAINT-GERMAIN EN LAYE;SAINT-GERMAIN EN LAYE;GARE DE ST GERMAIN EN LAYE;;Saint-Germain-en-Laye;;78551;Saint-Germain-en-Laye;582249;2433382;48.8984691709, 2.09453884287;4;1
87758169;LE PARC DE SAINT-MAUR;LE PARC DE SAINT-MAUR;GARE DU PARC DE ST MAUR;;Le Parc de Saint-Maur;;94068;Saint-Maur-des-Fossés;610959;2422981;48.8051451207, 2.48562114946;3;1
87758318;NEUILLY PLAISANCE;NEUILLY PLAISANCE;GARE DE NEUILLY PLAISANCE;;Neuilly-Plaisance;;93049;Neuilly-Plaisance;613008;2428364;48.8534873866, 2.5136654026;3;1
87758334;NOISY LE GRAND MONT D'EST;NOISY LE GRAND MONT D'EST;GARE DE NOISY LE GRAND MONT D EST;;Noisy-le-Grand Mont d'Est;;93051;Noisy-le-Grand;615511;2426978;48.8409753849, 2.54770380568;4;1
87758599;AUBER;AUBER;AUBER;;Auber;;75109;Paris;599554;2430388;48.8718083114, 2.3304290066;1;1
87758664;LAPLACE;LAPLACE;GARE DE LAPLACE;;Laplace;;94003;Arcueil;599805;2423230;48.807475534, 2.33385287317;2;1
87758714;FONTENAY AUX ROSES;FONTENAY AUX ROSES;GARE DE FONTENAY AUX ROSES;;Fontenay-aux-Roses;;92032;Fontenay-aux-Roses;596727;2421014;48.7875498744, 2.29198724405;3;1
87758730;PARC DE SCEAUX;PARC DE SCEAUX;GARE DE PARC DE SCEAUX;;Parc de Sceaux;;92002;Sceaux;598055;2419134;48.7706579571, 2.31005953531;4;1
87758805;PALAISEAU;PALAISEAU;GARE DE PALAISEAU;;Palaiseau;;91477;Palaiseau;593374;2413260;48.7178295117, 2.24650156983;4;1
87758862;LA HACQUINIERE;LA HACQUINIERE;GARE DE LA HACQUINIERE;;La Hacquinière;;91122;Bures-sur-Yvette;586498;2410706;48.6947648701, 2.15318113824;5;1
87988709;REMISE A JORELLE (T4);REMISE A JORELLE;REMISE A JORELLE;;Bondy Remise à Jorelle;;93010;Bondy;611155;2432744;48.8928864431, 2.48854373913;3;0
87113001;PARIS EST (GARE DE L'EST);PARIS EST;GARE DE L EST;;Paris Est;Place 11 Novembre 1918, 75010 Paris;75110;Paris;601608;2430941;48.8767766066, 2.358414927;1;0
87113514;GAGNY;GAGNY;GARE DE GAGNY;Gagny;Gagny;Place de Verdun 93220 Gagny;93032;Gagny;613963;2431681;48.8832783553, 2.52678071322;4;0
87113696;ROSNY BOIS PERRIER;ROSNY BOIS PERRIER;GARE DE ROSNY BOIS PERRIER;Rosny B. P.;Rosny-sous-Bois Perrier;Rue Léon Blum 93110 Rosny sous bois;93064;Rosny-sous-Bois;610640;2431610;48.8827036731, 2.48149612336;3;0
87113795;VILLIERS SUR MARNE PLESSIS TREVISE;VILLIERS SUR MARNE PLESSIS TREVISE;GARE DE VILLIERS SUR MARNE PLESSIS TREVISE;Villiers;Villiers-sur-Marne - Le Plessis-Trévise;place Pierre Sémard 94350 VILLIERS-SUR-MARNE;94079;Villiers-sur-Marne;615121;2424997;48.8231802547, 2.54232320839;4;0
87113894;FREINVILLE SEVRAN (T4);FREINVILLE SEVRAN;FREINVILLE SEVRAN;;Sevran Freinville;Boulevard d'Aulnay 93270 Sevran;93071;Sevran;613380;2436549;48.9270396905, 2.5189895135;4;0
87116046;EMERAINVILLE - PONTAULT COMBAULT;EMERAINVILLE PONTAULT COMBAULT;GARE D'EMERAINVILLE PONTAULT COMBAULT;Emerainville;Émerainville - Pontault-Combault;2 avenue de la gare 77184 Emerainville;77373;Pontault-Combault;620667;2423103;48.8060035996, 2.61771918549;5;0
87116160;PROVINS;PROVINS;GARE DE PROVINS;Provins;Provins;Avenue Jean Jaures 77160 Provins;77379;Provins;671359;2395657;48.555694263, 3.30284528743;5;0
87116269;GUERARD LA CELLE SUR MORIN;GUERARD LA CELLE SUR MORIN;GARE DE GUERARD LA CELLE SUR MORIN;;Guérard - La Celle-sur-Morin;PLACE DE LA GARE 77580 GUERARD;77219;Guérard;645440;2423730;48.8103668281, 2.95485878112;5;0
87116285;MOUROUX;MOUROUX;GARE DE MOUROUX;;Mouroux;Avebue de la gare 77120 Mouroux;77320;Mouroux;651937;2424139;48.813550996, 3.04331621776;5;0
87116343;CHAILLY BOISSY LECHATEL;CHAILLY BOISSY LECHATEL;GARE DE CHAILLY BOISSY LE CHATEL;;Chailly - Boissy-le-Châtel;;77070;Chailly-en-Brie;659958;2424305;48.8143452308, 3.15249004519;5;0
87116509;CHANGIS SAINT-JEAN;CHANGIS SAINT-JEAN;GARE DE CHANGIS ST JEAN;Changis St J;Changis-sur-Marne - Saint-Jean-les-Deux-Jumeaux;place de la Gare 77660 CHANGIS-SUR-MARNE;77084;Changis-sur-Marne;650494;2440348;48.9593340234, 3.0256113065;5;0
87116582;CHATEAU THIERRY;CHATEAU THIERRY;GARE DE CHATEAU THIERRY;;Château-Thierry;;2168;Château-Thierry;678496;2449406;49.0379095539, 3.409410548;100;0
87116632;LIZY SUR OURCQ;LIZY SUR OURCQ;GARE DE LIZY SUR OURCQ;;Lizy-sur-Ourcq;;77257;Lizy-sur-Ourcq;650871;2447274;49.0215418405, 3.03159105379;5;0
87116749;VILLIERS MONTBARBIN;VILLIERS MONTBARBIN;GARE DE VILLIERS MONTBARBIN;;Villiers-sur-Morin - Montbarbin;Rue du souterrain 77580 Crécy-la-Chapelle;77142;Villiers-sur-Morin;640116;2429564;48.8631530283, 2.88296287419;5;0
87271122;EPINAY VILLETANEUSE;EPINAY VILLETANEUSE;GARE D'EPINAY VILLETANEUSE;Epinay V.;Épinay-sur-Seine - Villetaneuse;Route de Saint-Leu 93800 Villetaneuse;93031;Epinay-sur-Seine;599439;2440021;48.9583799869, 2.32884820025;3;0
87271247;SAINT-OUEN;SAINT-OUEN;GARE DE ST OUEN;St Ouen;Saint-Ouen;Rue Dora Maar 93400 Saint-Ouen;93070;Saint-Ouen;598966;2434120;48.905347806, 2.3224084353;2;0
87271445;SEVRAN BEAUDOTTES;SEVRAN BEAUDOTTES;GARE DE SEVRAN BEAUDOTTES;Sevran Beaud;Sevran Beaudottes;Avenue Raoul Dautry, 93270 Sevran;93071;Sevran;613775;2438847;48.9476830486, 2.524451401;4;0
87271510;VILLEPARISIS MITRY LE NEUF;VILLEPARISIS MITRY LE NEUF;GARE DE VILLEPARISIS MITRY LE NEUF;Villeparisis;Villeparisis;2, Place du 19 Mars 1962, 77290 Mitry Le Neuf;77294;Mitry-Mory;619503;2439483;48.953250388, 2.60263346127;5;0
87271536;DAMMARTIN JUILLY SAINT-MARD;DAMMARTIN JUILLY SAINT-MARD;GARE DE DAMMARTIN JUILLY ST MARD;;Dammartin-en-Goële - Juilly - Saint-Mard;1 place de la gare 77230 Saint-Mard;77420;Saint-Mard;626505;2448270;49.0319624789, 2.6987299167;5;0
87272021;VILLAINES;VILLAINES;GARE DE VILLAINES;Villaines;Villaines-sous-Bois;Rue de la Halte Villaines 95570 Villaines-sous-Bois;95660;Villaines-sous-Bois;601026;2453477;49.0792979934, 2.3505368339;5;0
87276022;ENGHIEN LES BAINS;ENGHIEN LES BAINS;GARE D'ENGHIEN LES BAINS;Enghien;Enghien-les-Bains;rue du Départ, 95880 Enghien-les-Bains;95210;Enghien-les-Bains;597805;2441649;48.9730065501, 2.3065405136;4;0
87276089;MONTIGNY BEAUCHAMP;MONTIGNY BEAUCHAMP;GARE DE MONTIGNY BEAUCHAMP;Montigny B.;Montigny-lès-Cormeilles - Beauchamp;Place de la Gare, 95370 Montigny Les Cormeilles;95051;Beauchamp;589841;2445501;49.0075447708, 2.19773281432;4;0
87276162;CHAPONVAL;CHAPONVAL;GARE DE CHAPONVAL;Chaponval;Chaponval;Rue de Chaponval 95430 Auvers-sur-Oise;95039;Auvers-sur-Oise;585788;2452365;49.069147417, 2.1421368153;5;0
87276238;LES NOUES;LES NOUES;GARE DES NOUES;Les Noues;Les Noues;Rue des Bergeronnettes;95280;Goussainville;610250;2448273;49.0324547903, 2.47658413334;5;0
87276253;LOUVRES;LOUVRES;GARE DE LOUVRES;Louvres;Louvres;Place de la Gare 95380 Louvres;95351;Louvres;612122;2450178;49.049540601, 2.50222230081;5;0
87276360;GROSLAY;GROSLAY;GARE DE GROSLAY;Groslay;Groslay;Rue Charles de Gaulles;95288;Groslay;601247;2442937;48.9845840299, 2.35353000434;4;0
87276451;BRUYERES SUR OISE;BRUYERES SUR OISE;GARE DE BRUYERES SUR OISE;Bruyères/O;Bruyères-sur-Oise;Rue de la gare 95820 Bruyères-sur-Oise;95116;Bruyères-sur-Oise;599219;2461914;49.1551082977, 2.32580235002;100;0
87276519;CHAMPAGNE SUR OISE;CHAMPAGNE SUR OISE;GARE DE CHAMPAGNE SUR OISE;Champagne/O;Champagne-sur-Oise;Rue Louis Pasteur 95660 Champgne-sur-Oise;95134;Champagne-sur-Oise;593086;2459775;49.1358514708, 2.24182227993;5;0
87276535;VALMONDOIS;VALMONDOIS;GARE DE VALMONDOIS;Valmondois;Valmondois;Rue du Port aux Loups 95430 Butry-sur-Oise;95120;Butry-sur-Oise;590197;2454880;49.0918296452, 2.20237586217;5;0
87276584;ERMONT HALTE;ERMONT HALTE;GARE D'ERMONT HALTE;Ermont Halte;Ermont;Rue de la Halte 95120 Ermont;95219;Ermont;594634;2443520;48.9898013025, 2.26322997895;4;0
87276667;MERY SUR OISE;MERY SUR OISE;GARE DE MERY SUR OISE;Méry / Oise;Méry;Avenue Marcel Perrin 95540 Mery Sur Oise;95394;Méry-sur-Oise;589342;2451077;49.0576430501, 2.19077460685;5;0
87328328;BIBLIOTHEQUE FRANCOIS MITTERRAND;Bibliothèque François Mitterrand;BIBLIOTHEQUE F. MITTERRAND;Bibl. F. Mit;Bibliothèque François Mitterrand;;75113;Paris;602850;2425718;48.8298309183, 2.37530322164;1;0
87337980;SAINT-OUEN L'AUMONE LIESSE;SAINT-OUEN L'AUMONE LIESSE;GARE DE ST OUEN L AUMONE LIESSE;Liesse;Saint-Ouen-l'Aumône Liesse;;95572;Saint-Ouen-l'Aumône;584736;2448488;49.0342846592, 2.12789079156;4;0
87381046;AVENUE HENRI MARTIN;AVENUE HENRI MARTIN;AVENUE HENRI MARTIN;H. Martin;Avenue Henri Martin;Boulevard Edouard Vaillant 93190 Livry-Gargan;75116;Paris;595294;2429546;48.8642235059, 2.2723998395;1;0
87381087;COLOMBES;COLOMBES;GARE DE COLOMBES;Colombes;Colombes;2-4 Rue St Denis 92700 Colombes;92025;Colombes;594356;2436166;48.9237108213, 2.25953314227;3;0
87381145;OSNY;OSNY;GARE D'OSNY;Osny;Osny;Rue Aristide Briand 95520 Osny;95476;Osny;579607;2451680;49.0628244058, 2.0576383659;5;0
87381210;LIANCOURT SAINT PIERRE;LIANCOURT SAINT PIERRE;GARE DE LIANCOURT ST PIERRE;;Liancourt-Saint-Pierre;;60361;Liancourt-Saint-Pierre;568575;2469267;49.2203975952, 1.90546252518;100;0
87381426;SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;GARE DE ST OUEN L AUMONE QUARTIER DE L EGLIS;St Ouen-Q Eg;Saint-Ouen-l'Aumône Quartier de l'Église;Rue d'Eragny , 95310 Saint-Ouen-l'Aumône;95572;Saint-Ouen-l'Aumône;582965;2449131;49.0400178346, 2.1036606548;5;0
87381475;CHANTELOUP LES VIGNES;CHANTELOUP LES VIGNES;GARE DE CHANTELOUP LES VIGNES;Chanteloup;Chanteloup-les-Vignes;Avenue Général de Gaulle;78138;Chanteloup-les-Vignes;577377;2441449;48.9708118583, 2.02769552539;5;0
87381566;GARGENVILLE;GARGENVILLE;GARE DE GARGENVILLE;Gargenville;Gargenville;Place de la Gare 78440 Gargenville;78267;Gargenville;561355;2442892;48.9830117502, 1.80886489228;5;0
87381723;MAULE;MAULE;GARE DE MAULE;Maule;Maule;20 Boulevard Paul Barré 78580 Maule;78380;Maule;564827;2434642;48.90907265, 1.85695686135;5;0
87381822;THUN LE PARADIS;THUN LE PARADIS;GARE DE THUN LE PARADIS;Thun le P.;Thun le Paradis;Rue des Annonciades 78250 Meulan;78401;Meulan;569458;2445482;49.006724462, 1.91930866297;5;0
87381848;ARGENTEUIL;ARGENTEUIL;GARE D'ARGENTEUIL;Argenteuil;Argenteuil;Place Pierre Sémard 95100 Argenteuil;95018;Argenteuil;594186;2438758;48.94700319, 2.25717871305;5;0
87381905;CERGY PREFECTURE;CERGY PREFECTURE;GARE DE CERGY PREFECTURE;Cergy Préf.;Cergy Préfecture;Gare routière et Parvis en parallèle au Bld de l'Oise;95127;Cergy;581212;2448747;49.0365179881, 2.07971720177;5;0
87382341;SEVRES VILLE D'AVRAY;SEVRES VILLE D'AVRAY;GARE DE SEVRES VILLE D AVRAY;Sèvres-V.A.;Sèvres - Ville-d'Avray;Place Pierre Brosselette 92310 Sèvres;92072;Sèvres;590013;2425458;48.8274217325, 2.20055846234;3;0
87382432;LA CELLE SAINT-CLOUD;LA CELLE SAINT-CLOUD;GARE DE LA CELLE ST CLOUD;La Celle;La Celle-Saint-Cloud;Place Jean Mermoz 78170 La Celle Saint Cloud;78126;La Celle-Saint-Cloud;585419;2427150;48.8425404524, 2.1379646985;4;0
87382655;CERGY LE HAUT;CERGY LE HAUT;GARE DE CERGY LE HAUT;Cergy le H.;Cergy le Haut;Rue de l'Espérance;95127;Cergy;576283;2450103;49.0485388268, 2.01227395158;5;0
87382887;VIROFLAY RIVE DROITE;VIROFLAY RIVE DROITE;GARE DE VIROFLAY RIVE DROITE;Viroflay RD;Viroflay Rive Droite;1 Place de Stalingrad;78686;Viroflay;587642;2423038;48.8056300572, 2.16835422409;3;0
87384008;PARIS SAINT-LAZARE (GARE SAINT-LAZARE);PARIS SAINT-LAZARE;GARE ST LAZARE;;Paris Saint-Lazare;;75109;Paris;599136;2430783;48.875357836, 2.32473327749;1;0
87386409;HOUILLES CARRIERES SUR SEINE;HOUILLES CARRIERES SUR SEINE;GARE DE HOUILLES CARRIERES SUR SEINE;Houilles-C.;Houilles - Carrières-sur-Seine;Place André Malraux (Rond point);78311;Houilles;588854;2435854;48.9208344027, 2.18450665388;4;0
87386680;LES MUREAUX;LES MUREAUX;GARE DES MUREAUX;Les Mureaux;Les Mureaux;Place du 8 Mai 1945 78130 Les Mureaux;78440;Les Mureaux;568991;2443920;48.9926654868, 1.9130448593;5;0
87391003;PARIS MONTPARNASSE (GARE MONTPARNASSE);PARIS MONTPARNASSE;GARE MONTPARNASSE;;Paris Montparnasse;Place Raoul Dautry;75114;Paris;598749;2426905;48.8405039394, 2.3194723448;1;0
87391565;CLAMART;CLAMART;GARE DE CLAMART;Clamart;Clamart;Place de la Gare 92140 Clamart;92023;Clamart;595337;2423945;48.8138845157, 2.27304791512;2;0
87393066;JAVEL;JAVEL;JAVEL;Javel;Javel;Rond point du Pont Mirabeau 75015   Paris;75115;Paris;595620;2427536;48.8461610853, 2.27686168157;1;0
87393165;PORCHEFONTAINE;PORCHEFONTAINE;GARE DE PORCHEFONTAINE;Porchefont.;Porchefontaine;Avenue de Porchefontaine 78000   Versailles;78646;Versailles;586563;2422066;48.7968721628, 2.15370348977;4;0
87393256;LA VERRIERE;LA VERRIERE;GARE DE LA VERRIERE;La Verriere;La Verrière;Avenue Guy Schuler 78320 La Verrières;78644;La Verrière;571114;2417530;48.7555931459, 1.943839859;5;0
87393348;GAZERAN;GAZERAN;GARE DE GAZERAN;;Gazeran;Rue du Château d'Eau 78125 Gazeran;78269;Gazeran;558278;2403186;48.6259584399, 1.77076179071;5;0
87393439;GARANCIERES LA QUEUE;GARANCIERES LA QUEUE;GARE DE GARANCIERES LA QUEUE;Garancières;Garancières - La Queue-les-Yvelines;Place de la gare 78890 Garancière la Queue;78265;Garancières;557992;2423706;48.8103771718, 1.7648574661;5;0
87393454;TACOIGNIERES RICHEBOURG;TACOIGNIERES RICHEBOURG;GARE DE TACOIGNIERES RICHEBOURG;Tacoignières;Tacoignières - Richebourg;Rue de la Gare 78910 Tacoignières;78605;Tacoignières;550990;2425899;48.8295900385, 1.66932426561;5;0
87393512;JOUY EN JOSAS;JOUY EN JOSAS;GARE DE JOUY EN JOSAS;Jouy en J.;Jouy-en-Josas;Avenue Jean Jaurès 78350   Jouy-en-Josas;78322;Jouy-en-Josas;587274;2418511;48.7649345138, 2.16348314333;4;0
87393645;GRAVIGNY BALIZY;GRAVIGNY BALIZY;GARE DE GRAVIGNY BALIZY;Gravigny B.;Gravigny Balizy;Rue des Templiers 91160   Longjumeau;91345;Longjumeau;598612;2409631;48.6852431878, 2.31766558108;4;0
87393884;VILLIERS NEAUPHLE PONTCHARTRAIN;VILLIERS NEAUPHLE PONTCHARTRAIN;GARE DE VILLIERS NEAUPHLE PONTCHARTRAIN;Villiers N.;Villiers-Saint-Fréderic - Neauphle-le-Château - Jouars-Pontchartrain;Place de la Gare 78640 Villiers Saint Frédérique;78683;Villiers-Saint-Fréderic;566250;2424213;48.8154213377, 1.87718983087;5;0
87394007;CHARTRES;Chartres;GARE DE CHARTRES;;Chartres;;28085;Chartres;536548;2383484;48.4470815286, 1.47904112441;100;0
87415604;VERNON;VERNON;GARE DE VERNON;;Vernon;;27681;Vernon;537281;2455154;49.0912857364, 1.47836264478;100;0
87430918;JOUY SUR MORIN CHAMPGOULIN;JOUY SUR MORIN CHAMPGOULIN;CHAMPGOULIN;;Jouy-sur-Morin Champgoulin;;77240;Jouy-sur-Morin;667619;2421868;48.7916835759, 3.25635379317;5;0
87543181;BOULAINVILLIERS;BOULAINVILLIERS;BOULAINVILLIERS;Boulainvill.;Boulainvilliers;52, Rue des Vignes 75016   Paris;75116;Paris;595474;2428756;48.8571247692, 2.27486035986;1;0
87545111;MONNERVILLE;MONNERVILLE;GARE DE MONNERVILLE;;Monnerville;;91414;Monnerville;577441;2372197;48.3483286088, 2.03223751007;5;0
87545160;LARDY;LARDY;GARE DE LARDY;Lardy;Lardy;Rue de la Roche qui Tourne 91510   Lardy;91330;Lardy;594004;2391348;48.5208671409, 2.25536941021;5;0
87545236;SAVIGNY SUR ORGE;SAVIGNY SUR ORGE;GARE DE SAVIGNY SUR ORGE;Savigny / O;Savigny-sur-Orge;Place de la Gare 91600   Savigny-sur-Orge;91589;Savigny-sur-Orge;601128;2408603;48.6760035539, 2.35181832836;4;0
87545285;CHOISY LE ROI;CHOISY LE ROI;GARE DE CHOISY LE ROI;Choisy le R.;Choisy-le-Roi;Avenue du 8 mai 45 94600   Choisy-le-Roi;94022;Choisy-le-Roi;605477;2418471;48.7646791205, 2.41097222313;3;0
87545483;BREUILLETBRUYERES LE CHATEL;BREUILLETBRUYERES LE CHATEL;GARE DE BREUILLET BRUYERES LE CHATEL;Breuillet b.;Breuillet - Bruyères-le-Châtel;Route d'Arpajon 91650   Breuillet;91105;Breuillet;589318;2397612;48.577116663, 2.19179929447;5;0
87545707;VOVES;VOVES;GARE DE VOVES;Yerres;Voves;;28422;Voves;546965;2364236;48.274974514, 1.62217099624;100;0
87545756;CHATEAUDUN;CHATEAUDUN;GARE DE CHATEAUDUN;;Châteaudun;;28088;Châteaudun;525615;2342050;48.0734020797, 1.33842596776;100;0
87546317;CHEMIN D'ANTONY;CHEMIN D'ANTONY;GARE DE CHEMIN D ANTONY;Chemin d'A.;Chemin d'Antony;Rue Lavoisier 92160   Antony;92002;Antony;598225;2416624;48.7480982614, 2.31238192134;4;0
87681304;VIGNEUX SUR SEINE;VIGNEUX SUR SEINE;GARE DE VIGNEUX SUR SEINE;Vigneux;Vigneux-sur-Seine;Place Robert Lakota 91270 Vigneux Sur Seine;91657;Vigneux-sur-Seine;605738;2412198;48.708293361, 2.41443702418;4;0
87681361;EVRY - Val de Seine;EVRY - Val de Seine;GARE D'EVRY;Evry;Évry;Avenue du Gl Patton 91000 Evry;91228;Evry;608516;2403998;48.6345552996, 2.45200315248;5;0
87681387;EVRY COURCOURONNES - Centre;EVRY COURCOURONNES - Centre;GARE D'EVRY COURCOURONNES;Evry Courc.;Évry - Courcouronnes;Place des droits de L'homme 91000 Evry;91228;Evry;606801;2403012;48.6257123657, 2.42872870052;5;0
87681452;LA FERTE ALAIS;LA FERTE ALAIS;GARE DE LA FERTE ALAIS;Ferté Alais;La Ferté-Alais;14 Avenue G. Leclerc 91590 La Fertais Alais;91232;La Ferté-Alais;601125;2387328;48.4847554433, 2.35172443157;5;0
87681635;LE COUDRAY MONTCEAUX;LE COUDRAY MONTCEAUX;GARE DE COUDRAY MONTCEAUX;Coudray Mont;Le Coudray-Montceaux;Avenue du Coudray, Place de la Gare 91830 Le Coudray Montceaux;91179;Le Coudray-Montceaux;611535;2396417;48.5663615548, 2.4927434828;5;0
87682104;MONTGERON CROSNE;MONTGERON CROSNE;GARE DE MONTGERON CROSNE;Montgeron C.;Montgeron - Crosne;Place Joseph Piette;91421;Montgeron;609261;2412174;48.7080369018, 2.46228325227;4;0
87682138;BOUSSY SAINT-ANTOINE;BOUSSY SAINT-ANTOINE;GARE DE BOUSSY ST ANTOINE;Boussy St A.;Boussy-Saint-Antoine;Rue de la Gare 91800;91097;Boussy-Saint-Antoine;614473;2409174;48.6809756297, 2.53296680371;5;0
