code_uic;libelle_point_d_arret;libelle;libelle_stif_info_voyageurs;libelle_sms_gare;nom_gare;adresse;code_insee_commune;commune;x_lambert_ii_etendu;y_lambert_ii_etendu;coord_gps_wgs84;zone_navigo;gare_non_sncf
87001479;AEROPORT CHARLES DE GAULLE 2 TGV - Roissy;AEROPORT CHARLES DE GAULLE 2 TGV;AEROPORT CDG 2 TGV;Roissy CDG 2;Aéroport Charles-de-Gaulle 2 RER;;93073;Tremblay-en-France;617208;2445134;49.0040985205, 2.57154696503;5;0
87113217;NOISY LE SEC;NOISY LE SEC;GARE DE NOISY LE SEC;Noisy le Sec;Noisy-le-Sec;Rue de la gare 93130 Noisy le sec;93053;Noisy-le-Sec;609055;2433165;48.896702921, 2.45993049229;3;0
87113712;VAL DE FONTENAY;VAL DE FONTENAY;GARE DE VAL DE FONTENAY;Val de Font.;Val de Fontenay;10 avenue du Val de Fontenay 94120 Fontenay-sous-Bois;94033;Fontenay-sous-Bois;611300;2428798;48.8574201112, 2.49041522851;3;0
87113845;LES COQUETIERS (T4);LES COQUETIERS;LES COQUETIERS;;Les Coquetiers;;93077;Bondy;611873;2432679;48.892289456, 2.49832798223;3;0
87116012;GRETZ ARMAINVILLIERS;GRETZ ARMAINVILLIERS;GARE DE GRETZ ARMAINVILLIERS;Gretz;Gretz-Armainvilliers;Avenue de la Liberté 77220 Gretz-Armainvilliers;77215;Gretz-Armainvilliers;628860;2416398;48.7454247254, 2.72874414729;5;0
87116087;MORMANT;MORMANT;GARE DE MORMANT;Mormant;Mormant;Place de la gare 77720 Mormant;77317;Mormant;640790;2401762;48.613224928, 2.88948293637;5;0
87116103;MEAUX;MEAUX;GARE DE MEAUX;Meaux;Meaux;Place de la gare 77100 Meaux;77284;Meaux;639385;2440056;48.9574880158, 2.87398151191;5;0
87116210;TOURNAN;TOURNAN;GARE DE TOURNAN;Tournan;Tournan;1 rue Georges Clémenceau 77220 TOURNAN-EN-BRIE;77470;Tournan-en-Brie;631119;2415717;48.7391987163, 2.7593959944;5;0
87116301;COULOMMIERS;COULOMMIERS;GARE DE COULOMMIERS;;Coulommiers;Place du 8 mai 1945 77120 Coulommiers;77131;Coulommiers;654789;2423522;48.8077692012, 3.08204722637;5;0
87116368;SAINT-SIMEON;SAINT-SIMEON;GARE DE ST SIMEON;;Saint-Siméon;La montagne 77169 Saint-Siméon;77436;Saint-Siméon;664099;2422718;48.7996831102, 3.20860208784;5;0
87116392;LA FERTE GAUCHER;LA FERTE GAUCHER;GARE DE LA FERTE GAUCHER;;La Ferté-Gaucher;;77182;La Ferté-Gaucher;670660;2420906;48.7827110308, 3.29755777978;5;0
87116558;NANTEUIL SAACY;NANTEUIL SAACY;GARE DE NANTEUIL SAACY;Nanteuil S.;Nanteuil-sur-Marne - Saâcy-sur-Marne;Avenue du Général Leclerc 77730 Saâcy-sur-Marne;77397;Saâcy-sur-Marne;664684;2442118;48.9739654548, 3.21952329256;5;0
87116665;MAREUIL SUR OURCQ;MAREUIL SUR OURCQ;GARE DE MAREUIL SUR OURCQ;;Mareuil-sur-Ourcq;;60280;Gourchelles;653949;2459972;49.1353860698, 3.0752747316;100;0
87164780;STADE DE FRANCE SAINT-DENIS;STADE DE FRANCE SAINT-DENIS;GARE DE STADE DE FRANCE ST DENIS;Stade de Fr.;Saint-Denis la Plaine Stade de France;Place aux Etoiles 93200 St Denis;93066;Saint-Denis;601060;2435477;48.9175433405, 2.35095898431;2;0
87271163;PIERREFITTE STAINS;PIERREFITTE STAINS;GARE DE PIERREFITTE STAINS;Pierrefitte;Pierrefitte-sur-Seine - Stains;1 Place du Général Leclerc 93380 Pierrefite sur Seine;93059;Pierrefitte-sur-Seine;602614;2440660;48.9641176453, 2.37218092579;4;0
87271395;LE BOURGET;LE BOURGET;GARE DU BOURGET;Le Bourget;Le Bourget;Place des Déportés, 93350 Le Bourget;93013;Le Bourget;606545;2436965;48.9308838397, 2.42577594169;3;0
87271411;AULNAY SOUS BOIS;AULNAY SOUS BOIS;GARE D'AULNAY SOUS BOIS;Aulnay;Aulnay-sous-Bois;4 Bld du 11 Nov, 93600 Aulnay Sous Bois;93005;Aulnay-sous-Bois;611577;2437084;48.9318826001, 2.49441371193;4;0
87271460;AEROPORT CHARLES DE GAULLE  1 - Roissy;AEROPORT CHARLES DE GAULLE  1;AEROPORT CDG 1;Roissy CDG 1;Aéroport Charles de Gaulle 2;4 Rue du Versau, 93290 Tremblay en France;93073;Tremblay-en-France;616412;2445760;49.0097447522, 2.56069879391;5;0
87271577;NANTEUIL LE HAUDOIN;NANTEUIL LE HAUDOIN;GARE DE NANTEUIL LE HAUDOIN;;Nanteuil-le-Haudouin;;60446;Nanteuil-le-Haudouin;633394;2460571;49.1421716494, 2.79385216117;100;0
87272047;COMPANS;COMPANS;GARE DE COMPANS;Compans;Compans;Rue saint Lambert 77920 Compans;77123;Compans;624069;2443765;48.9915757372, 2.66518220038;5;0
87272146;LES GRESILLONS;LES GRESILLONS;GARE DES GRESILLONS;Grésillons;Les Grésillons;Avenue des Gresillons 923230 Genneviliers;92036;Gennevilliers;598402;2435767;48.9201482202, 2.31471303257;3;0
87276063;CERNAY;CERNAY;GARE DE CERNAY;Cernay;Cernay;Rue Gallieni 95120 Ermont;95219;Ermont;594159;2443029;48.9853847601, 2.25675064268;4;0
87276147;EPLUCHES;EPLUCHES;GARE D'EPLUCHES;Epluches;Épluches;Impasse de la Gare 95310 Saint-Ouen-l'Aumône;95572;Saint-Ouen-l'Aumône;584312;2450746;49.0545647101, 2.12201152598;5;0
87276196;GARGES SARCELLES;GARGES SARCELLES;GARE DE GARGES SARCELLES;Garges S.;Garges-les-Gonesse - Sarcelles;Boulevard Maurice Thorez 95140 Garges les Gonesses;95268;Garges-les-Gonesse;603969;2442086;48.976925667, 2.39068772914;4;0
87276287;LA BORNE BLANCHE;LA BORNE BLANCHE;GARE DE LA BORNE BLANCHE;Borne Blanch;La Borne Blanche;;60482;Orry-la-Ville;612501;2458661;49.1257586117, 2.5076550049;100;0
87276402;SAINT-LEU D'ESSERENT;SAINT-LEU D'ESSERENT;GARE DE ST LEU D ESSERENT;;Saint-Leu-d'Esserent;;60584;Saint-Leu-d'Esserent;605954;2468490;49.2141661856, 2.41815751212;100;0
87276436;DOMONT;DOMONT;GARE DE DOMONT;Domont;Domont;PLACE DE LA GARE 95330 DOMONT;95199;Domont;600071;2448290;49.0326887538, 2.33747334398;4;0
87276493;MONTSOULT MAFFLIERS;MONTSOULT MAFFLIERS;GARE DE MONTSOULT MAFFLIERS;Montsoult M.;Montsoult - Maffliers;Rue Emile Combres 95560 Montsoult Maffliers;95430;Montsoult;598936;2451983;49.0658729794, 2.32195203517;5;0
87276568;VIARMES;VIARMES;GARE DE VIARMES;Viarmes;Viarmes;Place de la gare 95270 Viarmes;95652;Viarmes;602287;2457596;49.1163064814, 2.36780775232;5;0
